"Year","State","Process","Status","Measure","Chem","killer","Compound","Coumpound Value","Value","Stats"
"770",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUTOLANIL","128975"," ","AVG"
"771",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FLUXAPYROXAD","138009"," ","AVG"
"772",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FOSETYL-AL","123301"," ","AVG"
"773",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","ISOFETAMID","270000"," ","AVG"
"774",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," ","AVG"
"775",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT","76416"," ","AVG"
"776",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","MYCLOBUTANIL","128857"," ","AVG"
"777",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PENTHIOPYRAD","90112"," ","AVG"
"778",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100"," ","AVG"
"779",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," ","AVG"
"780",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","SULFUR","77501"," ","AVG"
"781",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","TETRACONAZOLE","120603"," ","AVG"
"782",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL","102001","4.888","AVG"
"783",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","THIRAM","79801","10.166","AVG"
"784",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE","128879"," ","AVG"
"785",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","2,4-D"," "," ","AVG"
"786",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","2,4-D"," "," ","AVG"
"787",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," ","AVG"
"788",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","GLYPHOSATE POT. SALT","103613"," ","AVG"
"789",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","HERBICIDE","PARAQUAT","61601"," ","AVG"
"790",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ABAMECTIN","122804","0.184","AVG"
"791",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050","0.127","AVG"
"792",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BIFENAZATE","586","0.663","AVG"
"793",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825","0.077","AVG"
"794",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," ","AVG"
"795",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","90100","0.067","AVG"
"796",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CYANTRANILIPROLE","90098"," ","AVG"
"797",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CYFLUMETOFEN","138831"," ","AVG"
"798",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","CYPERMETHRIN","109702"," ","AVG"
"799",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","FENPYROXIMATE","129131"," ","AVG"
"800",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","HEXYTHIAZOX","128849"," ","AVG"
"801",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","IMIDACLOPRID","129099"," ","AVG"
"802",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","MALATHION","57701"," ","AVG"
"803",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","METHOXYFENOZIDE","121027"," ","AVG"
"804",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NALED","34401"," ","AVG"
"805",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","NOVALURON","124002","0.212","AVG"
"806",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPINETORAM","110007","0.116","AVG"
"807",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","SPIROMESIFEN","24875"," ","AVG"
"808",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109","0.095","AVG"
"809",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","ACIBENZOLAR-S-METHYL","61402"," ","AVG"
"810",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","ALKYL. DIM. BENZ. AM","69105"," ","AVG"
"811",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","CHLOROPICRIN","81501"," ","AVG"
"812",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","DECYLDIMETHYLOCTYL","69165"," ","AVG"
"813",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","DICHLOROPROPENE","29001"," ","AVG"
"814",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","DIDECYL DIM. AMMON.","69166"," ","AVG"
"815",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","DIMETHYLDIOCTYL","69149"," ","AVG"
"816",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","FLUTRIAFOL","128940"," ","AVG"
"817",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","HYDROGEN PEROXIDE","595"," ","AVG"
"818",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","PEROXYACETIC ACID","63201"," ","AVG"
"819",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," ","AVG"
"820",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","NITROGEN"," ","39","AVG"
"821",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","PHOSPHATE"," ","17","AVG"
"822",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","POTASH"," ","43","AVG"
"823",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","FERTILIZER"," ","SULFUR"," "," ","AVG"
"824",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810","4.8","AVG"
"825",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," ","AVG"
"826",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CAPTAN","81301","8","AVG"
"827",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501"," ","AVG"
"828",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401"," ","AVG"
"829",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CYFLUFENAMID","555550"," ","AVG"
"830",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","CYPRODINIL","288202","2.1","AVG"
"831",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE","128847"," ","AVG"
"832",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","DODINE","44301"," ","AVG"
"833",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," ","AVG"
"834",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503","2.1","AVG"
"835",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FLUTOLANIL","128975"," ","AVG"
"836",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FLUXAPYROXAD","138009"," ","AVG"
"837",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FOSETYL-AL","123301"," ","AVG"
"838",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","ISOFETAMID","270000"," ","AVG"
"839",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," ","AVG"
"840",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT","76416"," ","AVG"
"841",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","MYCLOBUTANIL","128857"," ","AVG"
"842",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","PENTHIOPYRAD","90112"," ","AVG"
"843",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100"," ","AVG"
"844",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," ","AVG"
"845",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","SULFUR","77501"," ","AVG"
"846",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","TETRACONAZOLE","120603"," ","AVG"
"847",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL","102001","3.6","AVG"
"848",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","THIRAM","79801","5","AVG"
"849",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE","128879"," ","AVG"
"850",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","2,4-D"," "," ","AVG"
"851",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","2,4-D"," "," ","AVG"
"852",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," ","AVG"
"853",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","GLYPHOSATE POT. SALT","103613"," ","AVG"
"854",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","HERBICIDE","PARAQUAT","61601"," ","AVG"
"855",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","ABAMECTIN","122804","4.1","AVG"
"856",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050","1.3","AVG"
"857",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","BIFENAZATE","586","4.7","AVG"
"858",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825","1.5","AVG"
"859",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," ","AVG"
"860",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","90100","1.2","AVG"
"861",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","CYANTRANILIPROLE","90098"," ","AVG"
"862",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","CYFLUMETOFEN","138831"," ","AVG"
"863",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","CYPERMETHRIN","109702"," ","AVG"
"864",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","FENPYROXIMATE","129131"," ","AVG"
"865",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","HEXYTHIAZOX","128849"," ","AVG"
"866",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","IMIDACLOPRID","129099"," ","AVG"
"867",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","MALATHION","57701"," ","AVG"
"868",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","METHOXYFENOZIDE","121027"," ","AVG"
"869",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","NALED","34401"," ","AVG"
"870",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","NOVALURON","124002","3.2","AVG"
"871",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","SPINETORAM","110007","1.8","AVG"
"872",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","SPIROMESIFEN","24875"," ","AVG"
"873",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109","1.8","AVG"
"874",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","ACIBENZOLAR-S-METHYL","61402"," ","AVG"
"875",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","ALKYL. DIM. BENZ. AM","69105"," ","AVG"
"876",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","CHLOROPICRIN","81501"," ","AVG"
"877",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","DECYLDIMETHYLOCTYL","69165"," ","AVG"
"878",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","DICHLOROPROPENE","29001"," ","AVG"
"879",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","DIDECYL DIM. AMMON.","69166"," ","AVG"
"880",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","DIMETHYLDIOCTYL","69149"," ","AVG"
"881",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","FLUTRIAFOL","128940"," ","AVG"
"882",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","HYDROGEN PEROXIDE","595"," ","AVG"
"883",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","PEROXYACETIC ACID","63201"," ","AVG"
"884",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," ","AVG"
"885",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","FERTILIZER"," ","NITROGEN"," ","28.7","AVG"
"886",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","FERTILIZER"," ","PHOSPHATE"," ","18.6","AVG"
"887",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","FERTILIZER"," ","POTASH"," ","25.2","AVG"
"888",2019,"FLORIDA"," ","BEARING - APPLICATIONS","MEASURED IN NUMBER","FERTILIZER"," ","SULFUR"," "," ","AVG"
"889",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810","29","AVG"
"890",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," ","AVG"
"891",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CAPTAN","81301","88","AVG"
"892",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501"," ","AVG"
"893",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401"," ","AVG"
"894",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CYFLUFENAMID","555550"," ","AVG"
"895",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CYPRODINIL","288202","64","AVG"
"896",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","DIFENOCONAZOLE","128847"," ","AVG"
"897",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","DODINE","44301"," ","AVG"
"898",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," ","AVG"
"899",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503","64","AVG"
"900",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUTOLANIL","128975"," ","AVG"
"901",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FLUXAPYROXAD","138009"," ","AVG"
"902",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FOSETYL-AL","123301"," ","AVG"
"903",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","ISOFETAMID","270000"," ","AVG"
"904",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," ","AVG"
"905",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","MONO-POTASSIUM SALT","76416"," ","AVG"
"906",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","MYCLOBUTANIL","128857"," ","AVG"
"907",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PENTHIOPYRAD","90112"," ","AVG"
"908",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100"," ","AVG"
"909",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," ","AVG"
"910",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","SULFUR","77501"," ","AVG"
"911",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","TETRACONAZOLE","120603"," ","AVG"
"912",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","THIOPHANATE-METHYL","102001","21","AVG"
"913",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","THIRAM","79801","54","AVG"
"914",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","TOTAL"," ","95","AVG"
"915",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE","128879"," ","AVG"
"916",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","2,4-D"," "," ","AVG"
"917",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","2,4-D"," "," ","AVG"
"918",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," ","AVG"
"919",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","GLYPHOSATE POT. SALT","103613"," ","AVG"
"920",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","PARAQUAT","61601"," ","AVG"
"921",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","TOTAL"," ","15","AVG"
"922",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","ABAMECTIN","122804","18","AVG"
"923",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050","13","AVG"
"924",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","BIFENAZATE","586","11","AVG"
"925",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825","35","AVG"
"926",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," ","AVG"
"927",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHLORANTRANILIPROLE","90100","16","AVG"
"928",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CYANTRANILIPROLE","90098"," ","AVG"
"929",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CYFLUMETOFEN","138831"," ","AVG"
"930",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CYPERMETHRIN","109702"," ","AVG"
"931",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","FENPYROXIMATE","129131"," ","AVG"
"932",2019,"FLORIDA"," ","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","HEXYTHIAZOX","128849"," ","AVG"
