"Year","State","type","Process","Status","Measure","Chem","killer","Compound","Coumpound Value","Value","Stats"
"2085",2019,"OREGON","TAME"," ","FRESH MARKET - PRODUCTION","MEASURED IN LB","TOTAL"," "," "," ","69,040,000"," "
"2086",2019,"OREGON","TAME"," ","NOT SOLD - PRODUCTION","MEASURED IN LB","TOTAL"," "," "," ","1,400,000"," "
"2087",2019,"OREGON","TAME"," ","PROCESSING - PRODUCTION","MEASURED IN $","TOTAL"," "," "," ","49,335,000"," "
"2088",2019,"OREGON","TAME"," ","PROCESSING - PRODUCTION","MEASURED IN LB","TOTAL"," "," "," ","85,060,000"," "
"2089",2019,"OREGON","TAME"," ","UTILIZED - PRODUCTION","MEASURED IN $","TOTAL"," "," "," ","134,254,000"," "
"2090",2019,"OREGON","TAME"," ","UTILIZED - PRODUCTION","MEASURED IN LB","TOTAL"," "," "," ","154,100,000"," "
"2091",2019,"OTHER STATES","TAME"," ","FRESH MARKET - PRODUCTION","MEASURED IN $","TOTAL"," "," "," ","120,204,000"," "
"2092",2019,"OTHER STATES","TAME"," ","FRESH MARKET - PRODUCTION","MEASURED IN LB","TOTAL"," "," "," ","52,940,000"," "
"2093",2019,"OTHER STATES","TAME"," ","PROCESSING - PRODUCTION","MEASURED IN $","TOTAL"," "," "," ","2,916,000"," "
"2094",2019,"OTHER STATES","TAME"," ","PROCESSING - PRODUCTION","MEASURED IN LB","TOTAL"," "," "," ","6,450,000"," "
"2095",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," "," "
"2096",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727","16489"," "," "
"2097",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482"," "," "
"2098",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," "," "
"2099",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","BASIC COPPER SULFATE","8101"," "," "
"2100",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","BOSCALID","128008","2,900"," "
"2101",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544"," "," "
"2102",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","CALCIUM POLYSULFIDE","76702","13,500"," "
"2103",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","CAPTAN","81301","66,600"," "
"2104",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","CHLOROTHALONIL","81901","22,600"," "
"2105",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501","3,100"," "
"2106",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401","2,800"," "
"2107",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","COPPER OXIDE","25601"," "," "
"2108",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","CYMOXANIL","129106"," "," "
"2109",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","CYPRODINIL","288202","1,800"," "
"2110",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","FAMOXADONE","113202"," "," "
"2111",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","FENBUCONAZOLE","129011","600"," "
"2112",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," "," "
"2113",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503","1,200"," "
"2114",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","FLUOPYRAM","80302"," "," "
"2115",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","IPRODIONE","109801"," "," "
"2116",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," "," "
"2117",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","METCONAZOLE","125619","900"," "
"2118",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","MYCLOBUTANIL","128857"," "," "
"2119",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","POLYOXIN D ZINC SALT","230000","300"," "
"2120",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","POTASSIUM BICARBON.","73508"," "," "
"2121",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100","1,500"," "
"2122",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," "," "
"2123",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","QUINOLINE","55459"," "," "
"2124",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","SULFUR","77501"," "," "
"2125",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","SWINGLEA GLUTINOSA","97096"," "," "
"2126",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","TEBUCONAZOLE","128997"," "," "
"2127",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","TOTAL"," ","126,500"," "
"2128",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE","128879"," "," "
"2129",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","FUNGICIDE","ZIRAM","34805"," "," "
"2130",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","CARFENTRAZONE-ETHYL","128712"," "," "
"2131",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","CLETHODIM","121011"," "," "
"2132",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","DICHLOBENIL","27401"," "," "
"2133",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","DIURON","35505"," "," "
"2134",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034"," "," "
"2135",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM","128850","21,100"," "
"2136",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","GLYPHOSATE","417300"," "," "
"2137",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," "," "
"2138",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","HALOSULFURON-METHYL","128721"," "," "
"2139",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","ISOXABEN","125851"," "," "
"2140",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","MESOTRIONE","122990","100"," "
"2141",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","NAPROPAMIDE","103001"," "," "
"2142",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","ORYZALIN","104201"," "," "
"2143",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","PARAQUAT","61601","1,900"," "
"2144",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","RIMSULFURON","129009"," "," "
"2145",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","S-METOLACHLOR","108800"," "," "
"2146",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","SIMAZINE","80807","9,100"," "
"2147",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","SULFENTRAZONE","129081"," "," "
"2148",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","HERBICIDE","TOTAL"," ","39,700"," "
"2149",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","ABAMECTIN","122804"," "," "
"2150",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050"," "," "
"2151",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","AZADIRACHTIN","121701"," "," "
"2152",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","BEAUVERIA BASSIANA","128924"," "," "
"2153",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","BIFENTHRIN","128825","1,000"," "
"2154",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","BT KURSTAKI ABTS-351","6522"," "," "
"2155",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA","6534"," "," "
"2156",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","CARBARYL","56801"," "," "
"2157",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","CHLORPYRIFOS","59101"," "," "
"2158",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329"," "," "
"2159",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","CYANTRANILIPROLE","90098"," "," "
"2160",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","DIAZINON","57801","1,700"," "
"2161",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","DIMETHOATE","35001"," "," "
"2162",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","ESFENVALERATE","109303"," "," "
"2163",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","FENPROPATHRIN","127901","3,400"," "
"2164",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","FLUPYRADIFURONE","122304"," "," "
"2165",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","IMIDACLOPRID","129099","1,300"," "
"2166",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","MALATHION","57701"," "," "
"2167",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","METHOMYL","90301","4,000"," "
"2168",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","METHOXYFENOZIDE","121027"," "," "
"2169",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","PETROLEUM DISTILLATE","63503"," "," "
"2170",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","PHOSMET","59201","10,900"," "
"2171",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","PYRETHRINS","69001"," "," "
"2172",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","SPINETORAM","110007","400"," "
"2173",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","SPINOSAD","110003"," "," "
"2174",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","SPIROTETRAMAT","392201"," "," "
"2175",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","THIAMETHOXAM","60109","100"," "
"2176",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","TOTAL"," ","43,000"," "
"2177",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","INSECTICIDE","ZETA-CYPERMETHRIN","129064","500"," "
"2178",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","BT ISRAELENSIS AM 65-52","69162"," "," "
"2179",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","BT KURSTAKI SA-12","6518"," "," "
"2180",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","CAPRIC ACID","128955"," "," "
"2181",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","CAPRYLIC ACID","128919"," "," "
"2182",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","CHLOROPHACINONE","67707"," "," "
"2183",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","CUPRAMMONIUM ACETATE","36011","9,100"," "
"2184",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","CYTOKININS","116801"," "," "
"2185",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","GIBBERELLIC ACID","43801"," "," "
"2186",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","HYDROGEN PEROXIDE","595"," "," "
"2187",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","INDAZIFLAM","80818"," "," "
"2188",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","METALDEHYDE","53001"," "," "
"2189",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","MINERAL OIL","63502"," "," "
"2190",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","PEROXYACETIC ACID","63201"," "," "
"2191",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","REYNOUTRIA SACHALINE","55809"," "," "
"2192",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","TETRADECEN-1-OL Z","128980"," "," "
"2193",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","TOTAL"," ","21,000"," "
"2194",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","TRICHODERMA ASPERELLUM STRAIN ICC 012","119208"," "," "
"2195",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","CHEMICAL","OTHER","TRICHODERMA GAMISII STRAIN ICC 080","119207"," "," "
"2196",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","FERTILIZER"," ","NITROGEN"," ","902,000"," "
"2197",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","FERTILIZER"," ","PHOSPHATE"," ","1,179,000"," "
"2198",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","FERTILIZER"," ","POTASH"," ","1,090,000"," "
"2199",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB","FERTILIZER"," ","SULFUR"," ","794,000"," "
"2200",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","AZOXYSTROBIN","128810"," "," AVG"
"2201",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727","16489"," "," AVG"
"2202",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482"," "," AVG"
"2203",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BACILLUS SUBTILIS","6479"," "," AVG"
"2204",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BASIC COPPER SULFATE","8101"," "," AVG"
"2205",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BOSCALID","128008","0.293"," AVG"
"2206",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544"," "," AVG"
"2207",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CALCIUM POLYSULFIDE","76702","13.285"," AVG"
"2208",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CAPTAN","81301","1.457"," AVG"
"2209",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CHLOROTHALONIL","81901","1.899"," AVG"
"2210",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","COPPER CHLORIDE HYD.","23501","0.308"," AVG"
"2211",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","COPPER HYDROXIDE","23401","0.282"," AVG"
"2212",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","COPPER OXIDE","25601"," "," AVG"
"2213",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CYMOXANIL","129106"," "," AVG"
"2214",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CYPRODINIL","288202","0.288"," AVG"
"2215",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FAMOXADONE","113202"," "," AVG"
"2216",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FENBUCONAZOLE","129011","0.093"," AVG"
"2217",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FENHEXAMID","90209"," "," AVG"
"2218",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FLUDIOXONIL","71503","0.192"," AVG"
"2219",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FLUOPYRAM","80302"," "," AVG"
"2220",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","IPRODIONE","109801"," "," AVG"
"2221",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","MEFENOXAM","113502"," "," AVG"
"2222",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","METCONAZOLE","125619","0.08"," AVG"
"2223",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","MYCLOBUTANIL","128857"," "," AVG"
"2224",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","POLYOXIN D ZINC SALT","230000","0.048"," AVG"
"2225",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","POTASSIUM BICARBON.","73508"," "," AVG"
"2226",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","PYRACLOSTROBIN","99100","0.149"," AVG"
"2227",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","PYRIMETHANIL","288201"," "," AVG"
"2228",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","QUINOLINE","55459"," "," AVG"
"2229",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","SULFUR","77501"," "," AVG"
"2230",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","SWINGLEA GLUTINOSA","97096"," "," AVG"
"2231",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","TEBUCONAZOLE","128997"," "," AVG"
"2232",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","TRIFLUMIZOLE","128879"," "," AVG"
"2233",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","ZIRAM","34805"," "," AVG"
"2234",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CARFENTRAZONE-ETHYL","128712"," "," AVG"
"2235",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CLETHODIM","121011"," "," AVG"
"2236",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","DICHLOBENIL","27401"," "," AVG"
"2237",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","DIURON","35505"," "," AVG"
"2238",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","FLUMIOXAZIN","129034"," "," AVG"
"2239",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLUFOSINATE-AMMONIUM","128850","0.732"," AVG"
"2240",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLYPHOSATE","417300"," "," AVG"
"2241",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","GLYPHOSATE ISO. SALT","103601"," "," AVG"
"2242",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","HALOSULFURON-METHYL","128721"," "," AVG"
"2243",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","ISOXABEN","125851"," "," AVG"
"2244",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","MESOTRIONE","122990","0.099"," AVG"
"2245",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","NAPROPAMIDE","103001"," "," AVG"
"2246",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","ORYZALIN","104201"," "," AVG"
"2247",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","PARAQUAT","61601","0.325"," AVG"
"2248",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","RIMSULFURON","129009"," "," AVG"
"2249",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","S-METOLACHLOR","108800"," "," AVG"
"2250",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","SIMAZINE","80807","0.767"," AVG"
"2251",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","SULFENTRAZONE","129081"," "," AVG"
"2252",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ABAMECTIN","122804"," "," AVG"
"2253",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","ACETAMIPRID","99050"," "," AVG"
"2254",2019,"WASHINGTON","BEARING","APPLICATIONS","","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","AZADIRACHTIN","121701"," "," AVG"
